full_text,label,Length,num_words,num_sentence,text_bersih,text_stopword_dihapus,tokenized_text,stemmed_text,tokenized_sent
kalau menurut saya makan siang gratis dikasih dalam bentuk transfer @prabowo @gibran_tweet.  menunya biar siswa yang pilih sendiri.   model ini pernah dijalankan kemensos u/ anak jalanan.  catatan: model ini rentan uangnya dipakai ortu krn rekening murid yg kuasai ortu.,1,270,46,4,kalau menurut saya makan siang gratis dikasih dalam bentuk transfer _tweet. menunya biar siswa yang pilih sendiri. model ini pernah dijalankan kemensos u/ anak jalanan. catatan: model ini rentan uangnya dipakai ortu krn rekening murid yg kuasai ortu.,makan siang gratis dikasih bentuk transfer _tweet . menunya biarlah siswa pilih . model dijalankan kemensos u/ anak jalanan . catatan : model rentan uangnya dipakai ortu rekening murid kuasai ortu .,"['makan', 'siang', 'gratis', 'dikasih', 'bentuk', 'transfer', '_tweet', '.', 'menunya', 'biarlah', 'siswa', 'pilih', '.', 'model', 'dijalankan', 'kemensos', 'u/', 'anak', 'jalanan', '.', 'catatan', ':', 'model', 'rentan', 'uangnya', 'dipakai', 'ortu', 'rekening', 'murid', 'kuasai', 'ortu', '.']","['makan', 'siang', 'gratis', 'kasih', 'bentuk', 'transfer', 'tweet', '', 'menu', 'biar', 'siswa', 'pilih', '', 'model', 'jalan', 'kemensos', 'u', 'anak', 'jalan', '', 'catat', '', 'model', 'rentan', 'uang', 'pakai', 'ortu', 'rekening', 'murid', 'kuasa', 'ortu', '']","[2, 3, 1, 19, 1041, 1042, 223, 385, 40, 59, 12, 167, 386, 1043, 1044, 6, 387, 1045, 167, 579, 227, 126, 228, 1046, 168, 1047, 228]"
@anggaputraf yang dibutuhkan saat ini makan siang gratis,1,56,9,1,yang dibutuhkan saat ini makan siang gratis,dibutuhkan makan siang gratis,"['dibutuhkan', 'makan', 'siang', 'gratis']","['butuh', 'makan', 'siang', 'gratis']","[169, 2, 3, 1]"
@ignasbowo dia makan jg bayar sendiri kalee..gk kyk lu nyari mkn siang gratisan..ntar diblng kok internetan gk mkn gratis sakit hati diblng 03  tukang bully...mbok kalo bego jgn diliatin dimedsos ..emg dodolnya unlimited pendukung 02 nie...gw sj yg bkn pendukung ganjar gk gtu amat gobloknya,0,291,55,1,dia makan jg bayar sendiri kalee..gk kyk lu nyari mkn siang gratisan..ntar diblng kok internetan gk mkn gratis sakit hati diblng tukang bully...mbok kalo bego jgn diliatin dimedsos ..emg dodolnya unlimited pendukung nie...gw sj yg bkn pendukung ganjar gk gtu amat gobloknya,makan bayar .. nyari mkn siang gratisan .. ntar diblng internetan mkn gratis sakit hati diblng tukang bully ... bego diliatin dimedsos .. dodolnya unlimited pendukung ... bkn pendukung ganjar gobloknya,"['makan', 'bayar', '..', 'nyari', 'mkn', 'siang', 'gratisan', '..', 'ntar', 'diblng', 'internetan', 'mkn', 'gratis', 'sakit', 'hati', 'diblng', 'tukang', 'bully', '...', 'bego', 'diliatin', 'dimedsos', '..', 'dodolnya', 'unlimited', 'pendukung', '...', 'bkn', 'pendukung', 'ganjar', 'gobloknya']","['makan', 'bayar', '', 'nyari', 'mkn', 'siang', 'gratis', '', 'ntar', 'diblng', 'internetan', 'mkn', 'gratis', 'sakit', 'hati', 'diblng', 'tukang', 'bully', '', 'bego', 'diliatin', 'dimedsos', '', 'dodol', 'unlimited', 'dukung', '', 'bkn', 'dukung', 'ganjar', 'goblok']","[2, 31, 388, 129, 3, 389, 300, 580, 581, 129, 1, 390, 94, 580, 391, 1048, 170, 1049, 1050, 1051, 1052, 51, 217, 51, 1053, 1054]"
@ignasbowo b*d*h si pemuja makan siang gratis..,0,47,13,1,b*d*h si pemuja makan siang gratis..,b * * h pemuja makan siang gratis ..,"['b', '*', '*', 'h', 'pemuja', 'makan', 'siang', 'gratis', '..']","['b', '', '', 'h', 'puja', 'makan', 'siang', 'gratis', '']","[392, 1055, 1056, 2, 3, 1]"
"@arsipaja yang penting makan siang gratis, bodo amat mau pajak naik, harga sembako naik, harga bbm naik..tetap all in ðÿ¤ª",1,122,26,1,"yang penting makan siang gratis, bodo amat mau pajak naik, harga sembako naik, harga bbm naik..tetap all in ????","makan siang gratis , bodo pajak , harga sembako , harga bbm .. all in ? ? ? ?","['makan', 'siang', 'gratis', ',', 'bodo', 'pajak', ',', 'harga', 'sembako', ',', 'harga', 'bbm', '..', 'all', 'in', '?', '?', '?', '?']","['makan', 'siang', 'gratis', '', 'bodo', 'pajak', '', 'harga', 'sembako', '', 'harga', 'bbm', '', 'all', 'in', '', '', '', '']","[2, 3, 1, 301, 29, 62, 171, 62, 172, 43, 47]"
"@mukarromahnur78 @mas_veel iya deh si paling banyak isi kepalanya, kalo dibongkar otak lu isinya pasti full siomay hasil makan siang gratis",0,139,24,1,"_veel iya deh si paling banyak isi kepalanya, kalo dibongkar otak lu isinya pasti full siomay hasil makan siang gratis","_veel isi kepalanya , dibongkar otak isinya full siomay hasil makan siang gratis","['_veel', 'isi', 'kepalanya', ',', 'dibongkar', 'otak', 'isinya', 'full', 'siomay', 'hasil', 'makan', 'siang', 'gratis']","['veel', 'isi', 'kepala', '', 'bongkar', 'otak', 'isi', 'full', 'siomay', 'hasil', 'makan', 'siang', 'gratis']","[582, 583, 1057, 1058, 36, 393, 1059, 394, 130, 2, 3, 1]"
saya mencoba berpikir positif. bahwasanya makan siang gratis dengan budget rp. 15.000/kepala adalah menu vegetarian.   barangkali rakyat mau diarahkan menjadi lebih sehat di bawah pemerintahan @prabowo @gibran_tweet  barangkali. ðÿ™,1,233,35,5,saya mencoba berpikir positif. bahwasanya makan siang gratis dengan budget rp. ./kepala adalah menu vegetarian. barangkali rakyat mau diarahkan menjadi lebih sehat di bawah pemerintahan _tweet barangkali. ????,mencoba berpikir positif . makan siang gratis budget . ./kepala menu vegetarian . barangkali rakyat diarahkan sehat pemerintahan _tweet barangkali . ? ? ? ?,"['mencoba', 'berpikir', 'positif', '.', 'makan', 'siang', 'gratis', 'budget', '.', './kepala', 'menu', 'vegetarian', '.', 'barangkali', 'rakyat', 'diarahkan', 'sehat', 'pemerintahan', '_tweet', 'barangkali', '.', '?', '?', '?', '?']","['coba', 'pikir', 'positif', '', 'makan', 'siang', 'gratis', 'budget', '', 'kepala', 'menu', 'vegetarian', '', 'barangkali', 'rakyat', 'arah', 'sehat', 'perintah', 'tweet', 'barangkali', '', '', '', '', '']","[1060, 131, 395, 2, 3, 1, 229, 296, 230, 1061, 584, 8, 1062, 231, 232, 223, 584]"
@tirtoid pada kemana nih gerombolan makan siang gratis si paling silent majority?ðÿ¤£,0,85,15,1,pada kemana nih gerombolan makan siang gratis si paling silent majority?????,kemana gerombolan makan siang gratis silent majority ? ? ? ? ?,"['kemana', 'gerombolan', 'makan', 'siang', 'gratis', 'silent', 'majority', '?', '?', '?', '?', '?']","['mana', 'gerombol', 'makan', 'siang', 'gratis', 'silent', 'majority', '', '', '', '', '']","[396, 233, 2, 3, 1, 1063, 585]"
"makan itu kebutuhan dasar manusia ya ajg. yg diributin tuh makan siang gratis, bukan makannya. emang lolot pendukung 02 ini.",0,124,24,3,"makan itu kebutuhan dasar manusia ya ajg. yg diributin tuh makan siang gratis, bukan makannya. emang lolot pendukung ini.","makan kebutuhan dasar manusia . diributin makan siang gratis , makannya . lolot pendukung .","['makan', 'kebutuhan', 'dasar', 'manusia', '.', 'diributin', 'makan', 'siang', 'gratis', ',', 'makannya', '.', 'lolot', 'pendukung', '.']","['makan', 'butuh', 'dasar', 'manusia', '', 'diributin', 'makan', 'siang', 'gratis', '', 'makan', '', 'lolot', 'dukung', '']","[2, 105, 106, 397, 1064, 2, 3, 1, 298, 1065, 51]"
"@kompascom bagus juga kalau pemerintah sanggup beri makan gratis seluruh rakyat setiap pagi, siang, dan malam.",1,110,20,1,"bagus juga kalau pemerintah sanggup beri makan gratis seluruh rakyat setiap pagi, siang, dan malam.","bagus pemerintah sanggup makan gratis rakyat pagi , siang , malam .","['bagus', 'pemerintah', 'sanggup', 'makan', 'gratis', 'rakyat', 'pagi', ',', 'siang', ',', 'malam', '.']","['bagus', 'perintah', 'sanggup', 'makan', 'gratis', 'rakyat', 'pagi', '', 'siang', '', 'malam', '']","[60, 70, 173, 2, 1, 8, 174, 3, 234]"
"@txttransportasi emang yg gratis itu enak, makan siang gratis contohnya",1,71,12,1,"emang yg gratis itu enak, makan siang gratis contohnya","gratis enak , makan siang gratis contohnya","['gratis', 'enak', ',', 'makan', 'siang', 'gratis', 'contohnya']","['gratis', 'enak', '', 'makan', 'siang', 'gratis', 'contoh']","[1, 235, 2, 3, 1, 1066]"
"@burhanuddin30 emang bener masyarakat indonesia udah cerdas, kecuali lo dan gerombolan lo yg ngotot jadi orang bego. mau d kasi pendidikan murah tapi lebih pilih makan siang gratis, apa namanya kl bukan bego?",0,208,38,2,"emang bener masyarakat indonesia udah cerdas, kecuali lo dan gerombolan lo yg ngotot jadi orang bego. mau d kasi pendidikan murah tapi lebih pilih makan siang gratis, apa namanya kl bukan bego?","bener masyarakat indonesia udah cerdas , kecuali gerombolan ngotot orang bego . kasi pendidikan murah pilih makan siang gratis , namanya bego ?","['bener', 'masyarakat', 'indonesia', 'udah', 'cerdas', ',', 'kecuali', 'gerombolan', 'ngotot', 'orang', 'bego', '.', 'kasi', 'pendidikan', 'murah', 'pilih', 'makan', 'siang', 'gratis', ',', 'namanya', 'bego', '?']","['bener', 'masyarakat', 'indonesia', 'udah', 'cerdas', '', 'kecuali', 'gerombol', 'ngotot', 'orang', 'bego', '', 'kasi', 'didik', 'murah', 'pilih', 'makan', 'siang', 'gratis', '', 'nama', 'bego', '']","[132, 52, 18, 13, 71, 1067, 233, 586, 14, 170, 398, 5, 82, 12, 2, 3, 1, 175, 170]"
"@dennysiregar7 tenang bang, orang botol yg penting dapat janji makan siang gratis...",0,84,15,1,"tenang bang, orang botol yg penting dapat janji makan siang gratis...","tenang , orang botol janji makan siang gratis ...","['tenang', ',', 'orang', 'botol', 'janji', 'makan', 'siang', 'gratis', '...']","['tenang', '', 'orang', 'botol', 'janji', 'makan', 'siang', 'gratis', '']","[176, 14, 1068, 46, 2, 3, 1]"
"makan siang gratis, ada potensi gagal.",0,38,8,1,"makan siang gratis, ada potensi gagal.","makan siang gratis , potensi gagal .","['makan', 'siang', 'gratis', ',', 'potensi', 'gagal', '.']","['makan', 'siang', 'gratis', '', 'potensi', 'gagal', '']","[2, 3, 1, 587, 302]"
ga ngaruh tetap all in 02 ðÿ¤ªðÿ¤ªðÿ¤ªðÿ¤ª yg penting makan siang gratis ðÿ¤ªðÿ¤ªðÿ¤ªðÿ¤ªðÿ¤ª oke gas oke gas subsidi lo gw rampas ðÿ¤ªðÿ¤ªðÿ¤ªðÿ¤ªðÿ¤ªðÿ¤ª,1,155,22,1,ga ngaruh tetap all in ???????????????? yg penting makan siang gratis ???????????????????? oke gas oke gas subsidi lo gw rampas ????????????????????????,ngaruh all in ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? makan siang gratis ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? oke gas oke gas subsidi rampas ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,"['ngaruh', 'all', 'in', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'makan', 'siang', 'gratis', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'oke', 'gas', 'oke', 'gas', 'subsidi', 'rampas', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['ngaruh', 'all', 'in', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'makan', 'siang', 'gratis', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'oke', 'gas', 'oke', 'gas', 'subsidi', 'rampas', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[588, 43, 47, 2, 3, 1, 10, 15, 10, 15, 107, 589]"
makan siang + susu gì¶rì¶aì¶tì¶iì¶sì¶ âœ makan siang + susu dari pajak rakyat âœ…  (pajak rakyat â†”ï¸ apbn â†”ï¸ dana bos) https://t.co/pff1xyd6ub,0,150,30,1,makan siang + susu g??r??a??t??i??s?? ??? makan siang + susu dari pajak rakyat ??? (pajak rakyat ?????? apbn ?????? dana bos),makan siang + susu g ? ? r ? ? a ? ? ? ? i ? ? s ? ? ? ? ? makan siang + susu pajak rakyat ? ? ? ( pajak rakyat ? ? ? ? ? ? apbn ? ? ? ? ? ? dana bos ),"['makan', 'siang', '+', 'susu', 'g', '?', '?', 'r', '?', '?', 'a', '?', '?', '?', '?', 'i', '?', '?', 's', '?', '?', '?', '?', '?', 'makan', 'siang', '+', 'susu', 'pajak', 'rakyat', '?', '?', '?', '(', 'pajak', 'rakyat', '?', '?', '?', '?', '?', '?', 'apbn', '?', '?', '?', '?', '?', '?', 'dana', 'bos', ')']","['makan', 'siang', '', 'susu', 'g', '', '', 'r', '', '', 'a', '', '', '', '', 'i', '', '', 's', '', '', '', '', '', 'makan', 'siang', '', 'susu', 'pajak', 'rakyat', '', '', '', '', 'pajak', 'rakyat', '', '', '', '', '', '', 'apbn', '', '', '', '', '', '', 'dana', 'bos', '']","[2, 3, 16, 122, 590, 399, 400, 303, 2, 3, 16, 29, 8, 29, 8, 33, 9, 11]"
mahasiswa banten kecam makan siang gratis gunakan apbd pemkab tangerang |  https://t.co/1spygap9m5 https://t.co/diyoswmofk,0,122,17,1,mahasiswa banten kecam makan siang gratis gunakan apbd pemkab tangerang |,mahasiswa banten kecam makan siang gratis apbd pemkab tangerang |,"['mahasiswa', 'banten', 'kecam', 'makan', 'siang', 'gratis', 'apbd', 'pemkab', 'tangerang', '|']","['mahasiswa', 'banten', 'kecam', 'makan', 'siang', 'gratis', 'apbd', 'pemkab', 'tangerang', '']","[37, 1069, 1070, 2, 3, 1, 177, 1071, 1072]"
"kami sudah final memutuskan anggaran 2024 dan tidak ada anggaran untuk program makan siang gratis. mau diambil dari mana lagi dana bos? kalau mau mengambil dari situ, terus guru honorer mau digaji pakai apa? sudah tidak realistis,""  ~ @lediahanifa ~""",0,250,48,4,"kami sudah final memutuskan anggaran dan tidak ada anggaran untuk program makan siang gratis. mau diambil dari mana lagi dana bos? kalau mau mengambil dari situ, terus guru honorer mau digaji pakai apa? sudah tidak realistis,"" ~ ~""","final memutuskan anggaran anggaran program makan siang gratis . diambil dana bos ? mengambil situ , guru honorer digaji pakai ? realistis , `` ~ ~ ``","['final', 'memutuskan', 'anggaran', 'anggaran', 'program', 'makan', 'siang', 'gratis', '.', 'diambil', 'dana', 'bos', '?', 'mengambil', 'situ', ',', 'guru', 'honorer', 'digaji', 'pakai', '?', 'realistis', ',', '``', '~', '~', '``']","['final', 'putus', 'anggar', 'anggar', 'program', 'makan', 'siang', 'gratis', '', 'ambil', 'dana', 'bos', '', 'ambil', 'situ', '', 'guru', 'honorer', 'gaji', 'pakai', '', 'realistis', '', '', '', '', '']","[1073, 1074, 25, 25, 4, 2, 3, 1, 591, 9, 11, 1075, 288, 42, 90, 216, 22, 401]"
@ipaahu makan siang gratis tapi otaknya jadi tahi,0,49,9,1,makan siang gratis tapi otaknya jadi tahi,makan siang gratis otaknya tahi,"['makan', 'siang', 'gratis', 'otaknya', 'tahi']","['makan', 'siang', 'gratis', 'otak', 'tahi']","[2, 3, 1, 402, 1076]"
"@bintang_galaxy_ gua ogah, sorry yee... untuk makan siang, tanpa ada program makan siang gratis dari dulu juga, gak ada rakyat yang koar koar makan siang gratis, yang dibutuhkan sandang pangan murah, pendidikan murah !! ini gagasan yang paling logis dari program 02 yang menurut ente logis ðÿ”¥ðÿ”¥ðÿ”¥",0,302,61,3,"_galaxy_ gua ogah, sorry yee... untuk makan siang, tanpa ada program makan siang gratis dari dulu juga, gak ada rakyat yang koar koar makan siang gratis, yang dibutuhkan sandang pangan murah, pendidikan murah !! ini gagasan yang paling logis dari program yang menurut ente logis ????????????","_galaxy_ ogah , sorry yee ... makan siang , program makan siang gratis , rakyat koar koar makan siang gratis , dibutuhkan sandang pangan murah , pendidikan murah ! ! gagasan logis program logis ? ? ? ? ? ? ? ? ? ? ? ?","['_galaxy_', 'ogah', ',', 'sorry', 'yee', '...', 'makan', 'siang', ',', 'program', 'makan', 'siang', 'gratis', ',', 'rakyat', 'koar', 'koar', 'makan', 'siang', 'gratis', ',', 'dibutuhkan', 'sandang', 'pangan', 'murah', ',', 'pendidikan', 'murah', '!', '!', 'gagasan', 'logis', 'program', 'logis', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['galaxy', 'ogah', '', 'sorry', 'yee', '', 'makan', 'siang', '', 'program', 'makan', 'siang', 'gratis', '', 'rakyat', 'koar', 'koar', 'makan', 'siang', 'gratis', '', 'butuh', 'sandang', 'pangan', 'murah', '', 'didik', 'murah', '', '', 'gagas', 'logis', 'program', 'logis', '', '', '', '', '', '', '', '', '', '', '', '']","[1077, 1078, 178, 403, 2, 3, 4, 2, 3, 1, 8, 404, 404, 2, 3, 1, 169, 1079, 290, 82, 5, 82, 218, 405, 4, 405]"
@sunabati24 @nofreezza @fajarnugros @muhammadiyah @ismailfahmi bang lu gatau kah kl bpjs yg punya pemerintah aja diutangin sama muhammadiyah? lagian kl minta kesejahteraan pendidikan kesehatan sma pemerintah lah  itu tanggung jwb pemerintah malah minta ke muhammadiyah kocak lo. noh kl mau gratis antri makan siang gratis smbil joget oke gasðÿ˜‹,0,345,56,3,bang lu gatau kah kl bpjs yg punya pemerintah aja diutangin sama muhammadiyah? lagian kl minta kesejahteraan pendidikan kesehatan sma pemerintah lah itu tanggung jwb pemerintah malah minta ke muhammadiyah kocak lo. noh kl mau gratis antri makan siang gratis smbil joget oke gas????,gatau bpjs pemerintah diutangin muhammadiyah ? kesejahteraan pendidikan kesehatan sma pemerintah tanggung jwb pemerintah muhammadiyah kocak . noh gratis antri makan siang gratis smbil joget oke gas ? ? ? ?,"['gatau', 'bpjs', 'pemerintah', 'diutangin', 'muhammadiyah', '?', 'kesejahteraan', 'pendidikan', 'kesehatan', 'sma', 'pemerintah', 'tanggung', 'jwb', 'pemerintah', 'muhammadiyah', 'kocak', '.', 'noh', 'gratis', 'antri', 'makan', 'siang', 'gratis', 'smbil', 'joget', 'oke', 'gas', '?', '?', '?', '?']","['gatau', 'bpjs', 'perintah', 'diutangin', 'muhammadiyah', '', 'sejahtera', 'didik', 'sehat', 'sma', 'perintah', 'tanggung', 'jwb', 'perintah', 'muhammadiyah', 'kocak', '', 'noh', 'gratis', 'antri', 'makan', 'siang', 'gratis', 'smbil', 'joget', 'oke', 'gas', '', '', '', '']","[406, 304, 70, 1080, 299, 375, 5, 108, 179, 70, 1081, 592, 70, 299, 593, 133, 1, 305, 2, 3, 1, 1082, 23, 10, 15]"
"@bedebah_21 @dodojogja2 @bsbukit following 195, follower 45. hebat dong punya ordal. wkwkwkwkwk, antum keknya selain emang mudah dikibulin pasti manut2 aja dikasih makan siang gratis",0,182,31,2,"_ following , follower . hebat dong punya ordal. wkwkwkwkwk, antum keknya selain emang mudah dikibulin pasti manut aja dikasih makan siang gratis","_ following , follower . hebat ordal . wkwkwkwkwk , antum keknya mudah dikibulin manut dikasih makan siang gratis","['_', 'following', ',', 'follower', '.', 'hebat', 'ordal', '.', 'wkwkwkwkwk', ',', 'antum', 'keknya', 'mudah', 'dikibulin', 'manut', 'dikasih', 'makan', 'siang', 'gratis']","['', 'following', '', 'follower', '', 'hebat', 'ordal', '', 'wkwkwkwkwk', '', 'antum', 'kek', 'mudah', 'dikibulin', 'manut', 'kasih', 'makan', 'siang', 'gratis']","[1083, 1084, 1085, 594, 1086, 1087, 1088, 83, 1089, 595, 19, 2, 3, 1]"
@famajiid mending makan siang gratis lah. oke gas oke gas,1,57,12,2,mending makan siang gratis lah. oke gas oke gas,mending makan siang gratis . oke gas oke gas,"['mending', 'makan', 'siang', 'gratis', '.', 'oke', 'gas', 'oke', 'gas']","['mending', 'makan', 'siang', 'gratis', '', 'oke', 'gas', 'oke', 'gas']","[61, 2, 3, 1, 10, 15, 10, 15]"
"@oppungjuntao belum dilantik, sudah mulai, jangan heran jika nanti pajak2 yg lain juga dinaikkan utk makan siang gratis ..... tinhhal tunggu waktu negara ini akan kolaps spt thn 1998......",0,188,33,1,"belum dilantik, sudah mulai, jangan heran jika nanti pajak yg lain juga dinaikkan utk makan siang gratis ..... tinhhal tunggu waktu negara ini akan kolaps spt thn ......","dilantik , , heran pajak dinaikkan makan siang gratis ..... tinhhal tunggu negara kolaps thn ......","['dilantik', ',', ',', 'heran', 'pajak', 'dinaikkan', 'makan', 'siang', 'gratis', '.....', 'tinhhal', 'tunggu', 'negara', 'kolaps', 'thn', '......']","['lantik', '', '', 'heran', 'pajak', 'naik', 'makan', 'siang', 'gratis', '', 'tinhhal', 'tunggu', 'negara', 'kolaps', 'thn', '']","[165, 407, 29, 408, 2, 3, 1, 1090, 95, 17, 1091, 1092]"
@miduk17 apa sih fungsi dari makan siang gratis itu ? bkn kah itu suatu penghinaan kepada rakyat miskin ? padahal anak anak yg tdk sekolah atau putus sekolah msh sgt banyak yg membutuhkan uluran tangan pemerintah untuk bisa mendapatkan kesehatan dan pendidikan gratis sampai kuliah (pkbm),0,288,49,3,apa sih fungsi dari makan siang gratis itu ? bkn kah itu suatu penghinaan kepada rakyat miskin ? padahal anak anak yg tdk sekolah atau putus sekolah msh sgt banyak yg membutuhkan uluran tangan pemerintah untuk bisa mendapatkan kesehatan dan pendidikan gratis sampai kuliah (pkbm),fungsi makan siang gratis ? bkn penghinaan rakyat miskin ? anak anak sekolah putus sekolah sgt membutuhkan uluran tangan pemerintah kesehatan pendidikan gratis kuliah ( pkbm ),"['fungsi', 'makan', 'siang', 'gratis', '?', 'bkn', 'penghinaan', 'rakyat', 'miskin', '?', 'anak', 'anak', 'sekolah', 'putus', 'sekolah', 'sgt', 'membutuhkan', 'uluran', 'tangan', 'pemerintah', 'kesehatan', 'pendidikan', 'gratis', 'kuliah', '(', 'pkbm', ')']","['fungsi', 'makan', 'siang', 'gratis', '', 'bkn', 'hina', 'rakyat', 'miskin', '', 'anak', 'anak', 'sekolah', 'putus', 'sekolah', 'sgt', 'butuh', 'ulur', 'tangan', 'perintah', 'sehat', 'didik', 'gratis', 'kuliah', '', 'pkbm', '']","[596, 2, 3, 1, 217, 1093, 8, 109, 6, 6, 7, 50, 7, 597, 1094, 1095, 383, 70, 108, 5, 1, 20, 1096]"
